Year,river,date,DO,BOD,COD,SS,pH,NH3N,TEMP,COND,SAL,TUR,TC,Class
2019,RASAU,9/1/2019,3.778,8,20,22,6.614,0.17,29.452,121.832,0.056,2.991,23000,Slightly Polluted
2019,RASAU,14/3/2019,3.928,5,19,22,6.981,0.12,28.966,113.788,0.052,3.057,88000,Slightly Polluted
2019,RASAU,9/5/2019,4.59,5,20,19,6.975,0.08,28.189,90.643,0.041,7.384,48000,Slightly Polluted
2019,RASAU,5/7/2019,3.647,5,19,24,6.879,0.18,29.33,109.78,0.05,3.916,23000,Slightly Polluted
2019,RASAU,10/9/2019,3.427,6,20,29,7.045,0.16,29.157,124.223,0.057,5.128,3600,Slightly Polluted
2019,RASAU,5/11/2019,3.294,19,66,30,6.815,6.19,28.828,200.52,0.093,6.605,590000,Polluted
2019,KLANG,10/1/2019,8.692,3,13,3,7.114,0.37,30.32,56.069,0.025,2.172,200000,Clean
2019,KLANG,12/3/2019,10.792,3,13,3,6.927,0.09,32.173,48.85,0.021,4.045,42000,Clean
2019,KLANG,10/5/2019,8.045,4,15,4,7.398,0.39,33.486,50.693,0.022,1.712,168000,Clean
2019,KLANG,11/7/2019,8.734,4,14,7,7.196,0.31,30.653,61.592,0.027,2.52,136000,Clean
2019,KLANG,11/9/2019,8.684,5,15,4,7.143,0.38,31.225,58.607,0.026,2.135,144000,Clean
2019,KLANG,7/11/2019,7.733,4,14,34,6.917,0.12,29.324,58.086,0.026,0.936,300000,Clean
2019,KLANG,10/1/2019,5.763,6,15,18,7.093,2.8,30.116,131.355,0.06,12.864,500000,Slightly Polluted
2019,KLANG,12/3/2019,5.805,4,14,27,7.649,2.32,30.323,139.675,0.064,16.158,160000,Slightly Polluted
2019,KLANG,10/5/2019,4.828,4,16,26,7.368,2.89,31.057,144.568,0.066,10.039,256000,Slightly Polluted
2019,KLANG,11/7/2019,5.659,4,14,6,6.918,0.94,28.958,101.658,0.046,7.73,104000,Clean
2019,KLANG,11/9/2019,4.961,5,16,7,7.598,3.33,29.075,146.057,0.067,11.002,400000,Slightly Polluted
2019,KLANG,7/11/2019,6.699,6,18,31,7.57,0.79,28.82,107.992,0.049,12.528,100000,Slightly Polluted
2019,BATU,11/1/2019,8.708,3,10,2,7.496,0.07,24.771,22.765,0.009,1.702,34000,Clean
2019,BATU,11/3/2019,7.918,2,9,9,7.818,<0.010,25.167,25.376,0.01,1.742,24000,Clean
2019,BATU,13/5/2019,7.515,3,9,5,8.03,0.02,25.913,24.353,0.01,0.453,59000,Clean
2019,BATU,15/7/2019,7.815,3,10,23,7.938,0.09,24.254,25.347,0.01,2.759,30000,Clean
2019,BATU,11/9/2019,7.879,4,10,4,7.779,0.03,25.184,25.348,0.01,1.656,44000,Clean
2019,BATU,7/11/2019,8.268,3,11,20,7.891,0.02,25.023,30.671,0.013,0.29,44000,Clean
2019,DAMANSARA,8/1/2019,3.379,5,17,62,7.113,7.52,30.902,119.359,0.054,50.729,410000,Polluted
2019,DAMANSARA,6/3/2019,2.34,6,19,77,7.129,8.82,30.981,344.888,0.162,74.661,1020000,Polluted
2019,DAMANSARA,8/5/2019,3.641,4,16,90,7.363,6.45,30.527,243.269,0.113,38.209,232000,Slightly Polluted
2019,DAMANSARA,9/7/2019,4.145,5,15,59,7.172,3.32,29.558,179.907,0.083,32.137,136000,Slightly Polluted
2019,DAMANSARA,13/9/2019,2.442,4,16,58,7.325,9.62,30.394,317.545,0.149,37.499,690000,Polluted
2019,DAMANSARA,15/11/2019,4.563,7,18,77,7.296,1.44,26.879,100.848,0.046,85.661,1660000,Slightly Polluted
2019,DAMANSARA,8/1/2019,4.03,6,16,85,7.256,7.63,30.826,132.338,0.061,55.954,360000,Slightly Polluted
2019,DAMANSARA,6/3/2019,2.845,5,17,31,7.504,8.59,30.905,315.528,0.148,50.114,720000,Polluted
2019,DAMANSARA,8/5/2019,3.038,5,19,52,7.282,6.62,30.656,247.286,0.115,36.237,460000,Polluted
2019,DAMANSARA,9/7/2019,4.707,5,17,62,7.304,3.56,29.301,178.746,0.083,40.039,112000,Slightly Polluted
2019,DAMANSARA,13/9/2019,2.154,4,16,45,7.279,9.9,30.408,318.195,0.149,37.231,290000,Polluted
2019,DAMANSARA,15/11/2019,4.852,9,19,183,7.377,1.42,26.767,99.915,0.046,101.066,900000,Slightly Polluted
2019,KUYOH,9/1/2019,2.771,12,33,34,7.315,10.9,30.57,185.398,0.086,18.883,2500000,Polluted
2019,KUYOH,14/3/2019,2.808,11,35,29,7.662,13.3,29.316,379.804,0.18,19.792,940000,Polluted
2019,KUYOH,9/5/2019,3.761,9,37,21,7.41,9.46,28.892,150.293,0.069,16.362,420000,Polluted
2019,KUYOH,5/7/2019,5.123,15,34,30,7.702,9.92,31.283,360.401,0.17,17.56,1120000,Polluted
2019,KUYOH,10/9/2019,2.508,10,38,22,7.63,10.5,30.85,392.117,0.185,20.909,2400000,Polluted
2019,KUYOH,5/11/2019,2.944,13,45,19,7.539,6.29,30.122,311.837,0.146,17.063,620000,Polluted
2019,KERAYONG,10/1/2019,2.506,39,56,42,7.144,10.9,31.193,334.915,0.157,34.448,2030000,Polluted
2019,KERAYONG,8/3/2019,3.051,24,60,18,7.242,9.35,31.27,326.51,0.153,28.483,3200000,Polluted
2019,KERAYONG,14/5/2019,2.938,19,57,36,7.353,9.07,31.408,303.6,0.142,20.105,1150000,Polluted
2019,KERAYONG,12/7/2019,2.688,17,52,62,7.408,8.8,30.581,318.377,0.149,47.343,830000,Polluted
2019,KERAYONG,16/9/2019,2.613,16,55,29,7.477,9.23,28.156,315.943,0.149,25.404,1980000,Polluted
2019,KERAYONG,13/11/2019,2.014,31,62,29,7.504,9.78,30.199,352.833,0.166,22.223,1280000,Polluted
2019,KLANG,7/1/2019,2.432,13,26,163,6.787,4.83,29.801,13560.232,7.769,53.051,340000,Polluted
2019,KLANG,7/3/2019,3.201,6,24,130,7.243,3.9,30.353,23472.328,14.104,47.36,152000,Polluted
2019,KLANG,7/5/2019,2.213,8,25,99,6.86,2.22,31.006,20931.12,12.433,32.33,42000,Polluted
2019,KLANG,8/7/2019,4.493,5,21,18,7.456,0.95,30.604,36419.363,22.872,10.368,208000,Slightly Polluted
2019,KLANG,6/9/2019,3.427,6,24,55,7.43,1.49,30.087,31664.318,19.605,13.576,40000,Slightly Polluted
2019,KLANG,6/11/2019,3.213,6,20,54,7.529,3.75,30.743,9052.62,5.017,18.378,640000,Polluted
2019,DAMANSARA,8/1/2019,2.759,10,34,36,7.096,7.77,31.396,124.723,0.057,32.444,2320000,Polluted
2019,DAMANSARA,6/3/2019,2.372,22,40,48,7.541,9.53,30.374,338.435,0.159,32.721,1010000,Polluted
2019,DAMANSARA,8/5/2019,3.124,10,38,19,7.251,7.05,30.599,219.287,0.102,27.952,530000,Polluted
2019,DAMANSARA,9/7/2019,3.774,10,35,57,7.112,8.31,29.175,274.393,0.129,102.563,690000,Polluted
2019,DAMANSARA,13/9/2019,3.105,9,33,14,7.207,7.48,30.332,272.235,0.127,38.307,400000,Polluted
2019,DAMANSARA,15/11/2019,5.164,8,30,108,7.303,2.55,27.896,181.044,0.084,136.995,580000,Slightly Polluted
2019,PENCHALA,9/1/2019,3.218,26,40,26,7.566,8.09,30.28,359.02,0.169,16.992,2400000,Polluted
2019,PENCHALA,12/3/2019,5.184,12,36,25,7.583,3.08,31.663,329.891,0.155,18.063,3400000,Slightly Polluted
2019,PENCHALA,9/5/2019,2.752,10,40,53,7.523,5.58,30.172,288.91,0.135,16.49,1980000,Polluted
2019,PENCHALA,10/7/2019,3.163,12,43,16,7.394,4.94,30.493,338.296,0.159,13.665,3000000,Polluted
2019,PENCHALA,10/9/2019,3.578,10,41,20,7.697,2.95,31.853,355.043,0.167,17.201,2210000,Polluted
2019,PENCHALA,14/11/2019,7.387,12,42,38,7.858,4.97,29.136,328.933,0.155,13.356,5000000,Slightly Polluted
2019,GOMBAK,11/1/2019,8.913,4,12,6,7.431,0.2,24.664,39.998,0.017,2.546,104000,Clean
2019,GOMBAK,11/3/2019,7.798,5,14,10,7.783,<0.010,26.736,43.393,0.019,1.493,30000,Clean
2019,GOMBAK,13/5/2019,7.483,4,14,3,7.701,0.03,26.01,40.108,0.017,0.218,380000,Clean
2019,GOMBAK,15/7/2019,7.98,4,15,16,7.797,0.05,24.06,38.929,0.017,2.444,38000,Clean
2019,GOMBAK,12/9/2019,8.127,6,17,5,7.81,<0.010,25.355,40.859,0.018,0.786,96000,Clean
2019,GOMBAK,8/11/2019,8.747,4,14,107,7.913,0.03,23.29,48.905,0.022,57.877,272000,Clean
2019,PUSU,11/1/2019,6.727,7,28,74,6.95,2.55,28.509,61.925,0.027,42.39,184000,Slightly Polluted
2019,PUSU,11/3/2019,5.374,13,30,41,7.847,4.31,29.076,136.562,0.063,35.327,560000,Slightly Polluted
2019,PUSU,13/5/2019,5.822,7,28,55,7.493,3.82,30.078,126.802,0.058,39.426,390000,Slightly Polluted
2019,PUSU,15/7/2019,6.361,6,24,95,7.407,2.74,27.71,128.17,0.059,48.023,290000,Slightly Polluted
2019,PUSU,12/9/2019,7.244,7,23,125,7.489,4.96,29.176,165.707,0.077,90.856,232000,Slightly Polluted
2019,PUSU,8/11/2019,7.208,6,24,1270,7.667,0.84,25.768,120.605,0.056,607.78,272000,Slightly Polluted
2019,KLANG,7/1/2019,3.599,7,23,747,7.52,5.94,29.769,493.506,0.235,253.457,320000,Polluted
2019,KLANG,7/3/2019,2.976,18,26,293,7.706,7.66,30.626,548.26,0.262,72.067,720000,Polluted
2019,KLANG,7/5/2019,2.336,11,28,86,7.908,5.11,30.764,461.874,0.219,35.198,1730000,Polluted
2019,KLANG,8/7/2019,2.703,5,23,33,7.97,2.37,28.303,422.115,0.201,38.164,160000,Polluted
2019,KLANG,6/9/2019,2.325,7,28,24,7.414,3.63,29.737,460.28,0.219,15.036,1630000,Polluted
2019,KLANG,6/11/2019,2.901,6,23,20,7.891,3.74,29.8,418.532,0.198,23.769,256000,Polluted
2019,KLANG,7/1/2019,3.073,11,36,399,7.392,6.32,29.823,410.73,0.194,213.98,440000,Polluted
2019,KLANG,7/3/2019,2.634,15,32,104,7.373,8.54,31.024,543.54,0.259,61.797,580000,Polluted
2019,KLANG,7/5/2019,1.99,15,34,65,7.597,4.8,30.798,371.055,0.175,32.526,350000,Polluted
2019,KLANG,8/7/2019,2.325,8,30,31,7.746,2.5,28.371,320.132,0.151,38.526,200000,Polluted
2019,KLANG,6/9/2019,3.334,9,35,16,7.131,3.42,29.852,392.678,0.186,14.557,1020000,Polluted
2019,KLANG,6/11/2019,2.349,9,30,21,7.615,3.86,29.824,365.119,0.172,23.519,192000,Polluted
2019,KLANG,7/1/2019,2.308,10,20,28,7.31,4.63,29.324,267.031,0.125,29.703,310000,Polluted
2019,KLANG,7/3/2019,2.788,13,23,34,7.386,8.72,30.384,365.581,0.172,32.433,530000,Polluted
2019,KLANG,7/5/2019,3.583,7,21,41,7.473,6.51,30.019,288.548,0.135,20.019,136000,Polluted
2019,KLANG,8/7/2019,2.424,6,23,26,7.465,4.83,28.927,355.254,0.168,30.843,1340000,Polluted
2019,KLANG,6/9/2019,2.688,6,23,26,7.525,7.07,30.1,336.482,0.158,19.196,104000,Polluted
2019,KLANG,6/11/2019,4.065,7,21,56,7.606,3.61,28.965,243.79,0.114,18.344,272000,Slightly Polluted
2019,SEMELAH,10/1/2019,6.716,5,16,8,7.524,1.19,29.865,103.168,0.047,6.92,144000,Clean
2019,SEMELAH,12/3/2019,6.364,5,16,12,7.397,1.32,29.084,108.818,0.05,15.065,248000,Slightly Polluted
2019,SEMELAH,10/5/2019,5.002,4,14,5,7.269,1,30.215,97.56,0.044,5.622,69000,Slightly Polluted
2019,SEMELAH,11/7/2019,5.883,4,16,8,7.205,1.21,29.001,105.51,0.048,6.849,112000,Slightly Polluted
2019,SEMELAH,11/9/2019,6.283,5,17,10,7.541,1.06,28.025,95.37,0.043,6.967,176000,Slightly Polluted
2019,SEMELAH,7/11/2019,7.291,5,17,36,7.352,0.25,27.924,69.895,0.031,16.314,76000,Clean
2019,GOMBAK,11/1/2019,8.598,4,16,9,7.379,0.15,25.93,49.088,0.022,6.285,106000,Clean
2019,GOMBAK,11/3/2019,7.606,4,16,4,7.98,0.13,28.359,68.124,0.03,8.04,168000,Clean
2019,GOMBAK,13/5/2019,7.37,4,15,15,7.468,0.14,28.12,81.547,0.037,10.444,480000,Clean
2019,GOMBAK,15/7/2019,7.675,4,17,23,7.899,0.13,24.959,58.483,0.026,7.382,160000,Clean
2019,GOMBAK,12/9/2019,7.989,5,16,39,7.904,0.09,27.086,55.65,0.025,6.824,224000,Clean
2019,GOMBAK,8/11/2019,8.583,5,17,271,7.926,0.04,23.847,39.286,0.017,109.959,192000,Clean
2019,KEROH,15/1/2019,8.266,3,13,16,7.833,0.03,26.856,37.073,0.016,3.174,56000,Clean
2019,KEROH,13/3/2019,7.655,4,12,10,8.051,0.04,27.872,35.733,0.015,2.326,20000,Clean
2019,KEROH,16/5/2019,7.204,3,14,1,7.98,0.3,27.467,33.673,0.014,1.98,42000,Clean
2019,KEROH,13/7/2019,8.29,4,15,992,7.583,0.13,24.513,35.539,0.015,580.319,610000,Slightly Polluted
2019,KEROH,17/9/2019,7.172,5,16,14,7.463,<0.010,26.401,37.418,0.016,2.737,30000,Clean
2019,KEROH,14/11/2019,8.125,6,18,12,7.549,<0.010,26.064,34.902,0.015,2.35,96000,Clean
2019,AMPANG,14/1/2019,5.286,16,35,10,7.576,7.98,29.878,310.716,0.146,22.737,1010000,Slightly Polluted
2019,AMPANG,8/3/2019,5.369,13,37,57,7.614,10.3,31.803,334.531,0.157,32.819,1700000,Polluted
2019,AMPANG,14/5/2019,3.991,10,39,44,7.564,8.23,31.458,259.624,0.121,24.822,670000,Polluted
2019,AMPANG,12/7/2019,4.307,12,41,16,7.516,6.23,30.078,250.032,0.117,24.463,980000,Polluted
2019,AMPANG,16/9/2019,4.19,12,44,20,7.722,8.92,27.893,296.954,0.14,16.984,2340000,Polluted
2019,AMPANG,12/11/2019,5.647,10,40,70,7.545,4.35,27.934,182.761,0.085,35.146,1570000,Slightly Polluted
2019,RUMPUT,11/1/2019,8.802,4,12,10,7.427,0.1,24.765,40.414,0.017,3.103,104000,Clean
2019,RUMPUT,11/3/2019,7.731,4,13,13,8.096,<0.010,26.636,43.175,0.019,1.561,60000,Clean
2019,RUMPUT,13/5/2019,7.471,4,13,6,7.888,<0.010,26.031,44.196,0.019,0.446,128000,Clean
2019,RUMPUT,15/7/2019,7.96,4,15,10,7.905,0.04,24.096,39.123,0.017,2.448,37000,Clean
2019,RUMPUT,12/9/2019,8.191,5,15,3,7.946,0.01,25.18,40.953,0.018,0.976,56000,Clean
2019,RUMPUT,8/11/2019,8.736,5,15,110,8.067,0.03,23.295,49.644,0.022,65.243,160000,Clean
2019,KLANG,7/1/2019,3.67,14,31,26,7.375,6.97,29.511,326.58,0.154,15.876,60000,Polluted
2019,KLANG,7/3/2019,2.844,6,29,17,7.473,8.57,30.232,348.994,0.164,18.353,84000,Polluted
2019,KLANG,7/5/2019,3.128,10,30,46,7.396,6.09,30.242,287.655,0.135,17.6,31000,Polluted
2019,KLANG,8/7/2019,2.324,7,28,19,7.422,4.92,29.084,312.5,0.147,26.905,610000,Polluted
2019,KLANG,6/9/2019,2.378,9,31,23,7.404,6.92,30.257,337.285,0.159,15.275,208000,Polluted
2019,KLANG,6/11/2019,3.582,9,29,31,7.519,3.82,28.961,243.478,0.114,15.748,300000,Polluted
2019,BATU,11/1/2019,8.623,4,12,7,7.802,0.03,24.85,23.22,0.009,2.752,13600,Clean
2019,BATU,11/3/2019,7.873,3,10,8,8.112,<0.010,25.097,25.535,0.01,2.047,12800,Clean
2019,BATU,13/5/2019,7.468,3,9,4,8.516,0.01,25.723,27.035,0.011,1.304,69000,Clean
2019,BATU,15/7/2019,7.782,3,10,21,8.156,0.07,24.391,25.712,0.01,3.025,44000,Clean
2019,BATU,11/9/2019,7.86,4,12,5,7.899,0.03,25.237,25.921,0.011,2.073,68000,Clean
2019,BATU,7/11/2019,8.258,4,13,67,8.048,0.07,25,30.88,0.013,0.239,120000,Clean
2019,AMPANG,14/1/2019,5.672,8,33,23,7.427,2.47,28.737,106.778,0.049,14.135,610000,Slightly Polluted
2019,AMPANG,8/3/2019,4.704,12,30,121,7.487,6.58,30.976,219.848,0.102,106.546,1200000,Polluted
2019,AMPANG,14/5/2019,3.925,9,29,85,7.507,3.1,31.791,151.424,0.07,46.321,320000,Polluted
2019,AMPANG,12/7/2019,5.778,6,27,61,7.476,2.37,29.862,118.927,0.054,28.672,430000,Slightly Polluted
2019,AMPANG,17/9/2019,5.131,8,28,47,7.55,2.6,26.811,143.678,0.067,35.351,660000,Slightly Polluted
2019,AMPANG,13/11/2019,6.7,9,30,104,7.476,0.92,28.175,87.861,0.04,60.895,700000,Slightly Polluted
2019,JINJANG,15/1/2019,6.814,6,25,24,7.458,1.89,30.097,62.927,0.028,12.106,208000,Slightly Polluted
2019,JINJANG,13/3/2019,6.28,7,24,21,7.621,1.44,31.618,142.564,0.065,7.193,152000,Slightly Polluted
2019,JINJANG,16/5/2019,5.359,8,22,14,7.604,2.55,31.308,139.424,0.064,9.03,420000,Slightly Polluted
2019,JINJANG,13/7/2019,6.351,6,24,15,7.374,1.95,29.026,119.699,0.055,10.456,1440000,Slightly Polluted
2019,JINJANG,17/9/2019,5.412,7,21,18,7.53,1.91,29.553,142.929,0.066,11.648,530000,Slightly Polluted
2019,JINJANG,14/11/2019,6.447,6,22,20,7.391,1.29,28.064,100.335,0.046,10.913,770000,Slightly Polluted
2019,ANAK AIR BATU,14/1/2019,5.873,6,20,23,7.346,3.02,28.662,35.583,0.015,10.124,105000,Slightly Polluted
2019,ANAK AIR BATU,12/3/2019,5.685,8,21,8,7.431,3.4,31.357,239.392,0.111,14.169,192000,Slightly Polluted
2019,ANAK AIR BATU,8/5/2019,6.394,5,22,9,7.706,2.65,28.204,183.303,0.085,5.051,208000,Slightly Polluted
2019,ANAK AIR BATU,9/7/2019,6.475,5,21,3,7.618,1.08,27.44,204.149,0.095,6.828,320000,Slightly Polluted
2019,ANAK AIR BATU,13/9/2019,5.172,5,21,8,7.477,3.69,28.299,217.407,0.101,4.808,168000,Slightly Polluted
2019,ANAK AIR BATU,13/11/2019,5.97,5,23,44,7.598,2.41,29.15,211.632,0.099,49.568,460000,Slightly Polluted
2019,KLANG,7/1/2019,2.727,15,33,150,7.191,3.18,29.496,247.351,0.116,106.619,1260000,Polluted
2019,KLANG,7/3/2019,2.62,23,31,123,7.29,10.6,30.796,390.7,0.184,105.478,720000,Polluted
2019,KLANG,7/5/2019,3.101,15,29,437,7.111,4.59,30.689,273.441,0.128,289.674,1820000,Polluted
2019,KLANG,8/7/2019,3.633,9,33,58,7.475,3.5,29.649,246.541,0.115,50.776,770000,Polluted
2019,KLANG,6/9/2019,3.374,10,38,79,7.465,5.31,30.496,326.358,0.153,71.584,272000,Polluted
2019,KLANG,6/11/2019,2.915,8,28,82,7.444,3.4,29.345,274.591,0.129,69.661,500000,Polluted
2019,KERAYONG,9/1/2019,3.527,9,25,39,7.538,11.2,29.774,391.008,0.185,18.976,500000,Polluted
2019,KERAYONG,14/3/2019,3.696,7,26,23,7.666,12.6,30.792,411.619,0.195,19.483,500000,Slightly Polluted
2019,KERAYONG,9/5/2019,2.577,7,27,22,7.4,8.95,29.082,313.103,0.147,56.184,420000,Polluted
2019,KERAYONG,10/7/2019,2.311,7,25,26,7.548,9.67,29.418,388.302,0.184,19.263,1890000,Polluted
2019,KERAYONG,10/9/2019,2.465,9,27,20,7.483,<0.010,30.715,402.417,0.19,15.994,290000,Slightly Polluted
2019,KERAYONG,14/11/2019,2.595,10,30,86,7.863,10.9,29.283,391.862,0.185,10.976,930000,Polluted
2019,PENCHALA,8/1/2019,3.271,7,27,24,7.396,6.68,30.023,347.342,0.164,14.115,660000,Polluted
2019,PENCHALA,12/3/2019,5.213,10,25,24,7.425,2.14,31.299,287.465,0.134,19.09,192000,Slightly Polluted
2019,PENCHALA,8/5/2019,3.988,5,23,17,7.488,6.33,28.923,271.498,0.127,8.039,410000,Slightly Polluted
2019,PENCHALA,9/7/2019,4.202,7,26,7,7.388,3.76,28.197,287.431,0.135,7.919,1410000,Slightly Polluted
2019,PENCHALA,13/9/2019,3.069,6,23,10,7.401,8.04,28.941,334.103,0.157,15.376,350000,Slightly Polluted
2019,PENCHALA,13/11/2019,3.506,5,25,19,7.532,5.94,29.145,265.455,0.124,6.546,610000,Slightly Polluted
2019,DAMANSARA,8/1/2019,4.523,5,19,50,7.278,8.34,31.521,264.666,0.123,42.735,216000,Slightly Polluted
2019,DAMANSARA,6/3/2019,3.605,7,23,13,7.616,8.55,29.558,419.134,0.199,41.944,800000,Slightly Polluted
2019,DAMANSARA,8/5/2019,4.372,7,26,57,7.459,7.28,30.095,243.081,0.113,43.226,264000,Slightly Polluted
2019,DAMANSARA,9/7/2019,5.214,7,23,58,7.424,3.28,28.616,179.686,0.083,33.982,224000,Slightly Polluted
2019,DAMANSARA,13/9/2019,3.997,6,25,35,7.394,9.67,29.99,310.645,0.146,29.924,350000,Slightly Polluted
2019,DAMANSARA,15/11/2019,5.705,9,27,118,7.389,2.28,28.632,165.395,0.077,88.396,620000,Slightly Polluted
2019,DAMANSARA,8/1/2019,8.016,3,9,11,7.408,0.1,31.46,74.295,0.033,9.858,5400,Clean
2019,DAMANSARA,6/3/2019,7.6,4,15,74,7.974,0.1,30.847,116.145,0.053,11.121,80000,Clean
2019,DAMANSARA,8/5/2019,6.625,4,13,12,7.757,0.21,30.226,55.234,0.024,6.769,33000,Clean
2019,DAMANSARA,9/7/2019,6.871,3,12,28,7.301,0.11,29.262,50.565,0.022,26.212,152000,Clean
2019,DAMANSARA,13/9/2019,7.651,4,13,10,7.368,0.08,30.988,64.848,0.029,8.2,18400,Clean
2019,DAMANSARA,15/11/2019,7.164,5,15,46,6.896,0.18,28.63,37.091,0.016,34.348,84000,Clean
2019,KLANG,9/1/2019,3.776,11,26,50,7.41,9.53,29.759,312.742,0.147,31.566,246000,Polluted
2019,KLANG,14/3/2019,2.738,15,29,476,7.651,7.59,30.401,338.696,0.159,236.583,272000,Polluted
2019,KLANG,9/5/2019,3.308,8,30,32,7.287,7.02,29.487,276.18,0.129,17.75,120000,Polluted
2019,KLANG,10/7/2019,4.227,9,27,32,7.465,4.66,29.114,260.667,0.122,20.154,700000,Slightly Polluted
2019,KLANG,10/9/2019,3.4,9,30,33,7.413,3.19,29.893,299.827,0.141,13.993,152000,Polluted
2019,KLANG,13/11/2019,4.765,9,26,59,7.659,4.32,28.774,240.508,0.112,25.41,208000,Slightly Polluted
2019,KLANG,14/1/2019,7.298,6,15,33,7.38,5.37,29.067,237.01,0.111,28.653,128000,Slightly Polluted
2019,KLANG,8/3/2019,4.425,4,14,57,7.412,4.74,30.473,254.874,0.119,47.43,750000,Slightly Polluted
2019,KLANG,14/5/2019,2.782,5,16,31,7.395,6.77,29.845,273.745,0.128,27.485,360000,Polluted
2019,KLANG,10/7/2019,4.344,5,18,40,7.459,3.99,29.467,246.455,0.115,61.796,1630000,Slightly Polluted
2019,KLANG,16/9/2019,3.447,6,19,28,7.634,6.6,27.709,280.295,0.132,17.079,620000,Slightly Polluted
2019,KLANG,12/11/2019,4.417,10,23,74,7.623,2.99,29.138,237.858,0.111,38.303,1790000,Slightly Polluted
2019,KLANG,14/1/2019,7.124,5,18,14,7.468,5.09,29.159,237.748,0.111,27.393,490000,Slightly Polluted
2019,KLANG,8/3/2019,4.296,7,20,141,7.286,4.7,30.745,255.179,0.119,28.051,830000,Slightly Polluted
2019,KLANG,14/5/2019,2.055,5,21,74,7.257,6.39,30.347,261.102,0.122,35.227,1470000,Polluted
2019,KLANG,10/7/2019,3.641,8,23,60,7.385,3.89,29.482,249.624,0.117,55.733,2020000,Polluted
2019,KLANG,16/9/2019,3.038,7,25,23,7.438,6.1,27.949,153.348,0.071,16.88,460000,Polluted
2019,KLANG,12/11/2019,4.225,12,28,99,7.623,2.86,29.116,237.825,0.111,23.232,1820000,Polluted
2019,KLANG,14/1/2019,3.955,6,17,48,7.134,4.9,28.512,234.202,0.109,22.695,104000,Slightly Polluted
2019,KLANG,8/3/2019,2.383,6,16,54,6.978,4.53,28.735,240.554,0.112,46.792,700000,Polluted
2019,KLANG,23/4/2019,1.905,6,18,18,7.221,4.7,29.108,277.3,0.13,19.007,460000,Polluted
2019,KLANG,10/7/2019,4.061,4,16,18,7.353,3.56,28.681,233.311,0.109,18.815,720000,Slightly Polluted
2019,KLANG,16/9/2019,3.221,6,18,29,7.622,6.1,27.847,275.167,0.129,12.298,160000,Polluted
2019,KLANG,13/11/2019,4.747,6,19,65,7.561,3.06,27.839,205.5,0.096,27.224,256000,Slightly Polluted
2019,BUNOS,14/1/2019,3.341,17,51,33,7.161,4.22,28.82,142.87,0.066,36.368,64000000,Polluted
2019,BUNOS,8/3/2019,4.42,19,53,125,7.161,3.18,28.924,526.574,0.252,86.457,1200000,Polluted
2019,BUNOS,14/5/2019,3.242,15,50,22,7.231,4.56,30.613,251.15,0.117,13.823,1980000,Polluted
2019,BUNOS,13/7/2019,3.805,15,54,250,8.885,2.95,29.453,310.031,0.146,290.511,7300000,Polluted
2019,BUNOS,17/9/2019,5.102,14,51,163,9.829,NA,28.702,274.21,0.129,78.734,8800,Polluted
2019,BUNOS,12/11/2019,3.766,17,53,46,7.317,2.43,28.743,286.143,0.134,23.904,6300000,Polluted
2019,PENCHALA,15/1/2019,8.298,5,18,15,7.269,0.03,26.773,36.036,0.015,2.619,44000,Clean
2019,PENCHALA,13/3/2019,7.974,4,14,22,7.425,0.09,30.371,33.282,0.014,17.141,22400,Clean
2019,PENCHALA,15/5/2019,6.724,4,14,65,7.971,0.08,27.407,35.972,0.015,34.453,136000,Clean
2019,PENCHALA,13/7/2019,8.127,5,17,1220,7.032,0.12,24.432,33.148,0.014,434.374,530000,Slightly Polluted
2019,PENCHALA,17/9/2019,7.026,6,19,7,7.172,0.02,26.433,39.84,0.017,2.622,60000,Clean
2019,PENCHALA,18/11/2019,8.395,7,20,42,7.523,0.04,28.33,79.479,0.036,25.491,52000,Clean
2019,JINJANG,12/1/2019,8.683,12,30,28,7.817,8.56,32.103,288.692,0.135,12.765,232000,Slightly Polluted
2019,JINJANG,13/3/2019,1.424,11,27,37,7.175,8.35,30.685,377.97,0.178,17.706,540000,Polluted
2019,JINJANG,15/5/2019,6.339,9,27,28,7.673,11.8,31.185,316.809,0.149,21.991,620000,Slightly Polluted
2019,JINJANG,16/7/2019,5.113,4,24,34,7.308,4.86,28.334,223.716,0.105,17.594,208000,Slightly Polluted
2019,JINJANG,14/9/2019,4.588,8,26,30,7.472,8.4,28.759,320.579,0.151,22.291,580000,Slightly Polluted
2019,JINJANG,11/11/2019,4.912,11,23,108,7.402,2.94,27.553,147.081,0.068,97.266,5100000,Slightly Polluted
2019,KEROH,15/1/2019,3.65,9,21,265,7.462,9.46,30.342,320.56,0.151,109.098,740000,Polluted
2019,KEROH,15/3/2019,4.202,6,24,49,8.074,8.19,31.943,339.367,0.159,21.99,830000,Slightly Polluted
2019,KEROH,15/5/2019,3.098,6,24,27,7.702,6.28,30.779,265.189,0.124,23.508,460000,Polluted
2019,KEROH,11/7/2019,4.674,9,26,56,7.445,5.2,29.377,245.183,0.115,37.166,224000,Slightly Polluted
2019,KEROH,14/9/2019,2.483,8,27,76,8.528,3.96,27.72,242.386,0.114,83.149,1980000,Polluted
2019,KEROH,11/11/2019,3.354,9,28,108,7.529,3.91,28.009,235.594,0.11,59.067,610000,Polluted
